SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,
RAMANEWS,EQ,16.75,17.3,15.9,17.1,16.3,16.3,2829,47671.7,27-OCT-2019,28,INE278B01020,
RAMASTEEL,EQ,50,50.5,49,49.85,49,48.8,1419,71082.05,27-OCT-2019,24,INE230R01027,
RAMCOCEM,EQ,758,758,751,753.85,752.15,755.35,12580,9493981.7,27-OCT-2019,550,INE331A01037,
RAMCOIND,EQ,183,184,177,177.8,177.35,181.5,13670,2447728.45,27-OCT-2019,279,INE614A01028,
RAMCOSYS,EQ,156.4,156.7,152,156.05,156.5,154.9,1575,244839.7,27-OCT-2019,86,INE246B01019,
RAMKY,EQ,46.6,49.8,46.6,47.55,48,48.05,33139,1612145.1,27-OCT-2019,196,INE874I01013,
RANASUG,EQ,2.25,2.3,2.2,2.25,2.3,2.25,27349,61819.7,27-OCT-2019,70,INE625B01014,
RANEENGINE,EQ,216.85,233.6,216.85,223.75,219,217.6,200,44495.05,27-OCT-2019,47,INE222J01013,
RANEHOLDIN,EQ,867.75,888,842.7,875.7,878.5,842.4,301,262402.5,27-OCT-2019,63,INE384A01010,
RATNAMANI,EQ,901,918.9,892.1,903.55,904,910.15,2426,2183893.2,27-OCT-2019,189,INE703B01027,
RAYMOND,EQ,595,605.4,591.3,596.25,595.75,592,51308,30721409.45,27-OCT-2019,2133,INE301A01014,
RBL,EQ,516,516,483,500.3,498,499.35,4607,2312895.65,27-OCT-2019,399,INE244J01017,
RBLBANK,EQ,261.1,263.5,257.2,259.25,260,260.35,1110336,289470970.95,27-OCT-2019,12297,INE976G01028,
RCF,EQ,52.6,52.85,52.15,52.4,52.4,52.35,156627,8221936.15,27-OCT-2019,971,INE027A01015,
RCOM,EQ,0.7,0.75,0.65,0.7,0.75,0.7,6184782,4352568.9,27-OCT-2019,1768,INE330H01018,
RECLTD,EQ,136.1,137.25,135.1,135.85,136,136.35,296202,40302524.9,27-OCT-2019,2239,INE020B01018,
RECLTD,N8,1155,1162,1155,1162,1162,1154.92,75,86800,27-OCT-2019,2,INE020B07HR4,
RECLTD,NI,1178.4,1178.4,1178.4,1178.4,1178.4,1155.23,10,11784,27-OCT-2019,1,INE020B07GH7,
REDINGTON,EQ,116.4,116.4,113,114.45,114.1,115.6,33514,3833315.75,27-OCT-2019,516,INE891D01026,
REFEX,EQ,41.85,41.9,41.45,41.9,41.9,39.95,34469,1442816,27-OCT-2019,145,INE056I01017,
RELAXO,EQ,535,550,535,547.15,546.7,533.6,44996,24555560.9,27-OCT-2019,2172,INE131B01039,
RELCAPITAL,EQ,16.05,16.8,15.6,16.75,16.8,16,1431878,23536143,27-OCT-2019,3560,INE013A01015,
RELCNX100,EQ,122,122.67,121.98,121.98,121.98,121.6,42,5136.29,27-OCT-2019,5,INF204K014N5,
RELCONS,EQ,55,55,53.9,53.98,53.9,54.45,1434,77623.89,27-OCT-2019,29,INF204KA1LD7,
RELDIVOPP,EQ,29.65,29.65,29.42,29.5,29.5,29.47,464,13694.89,27-OCT-2019,10,INF204KA1MS3,
RELIANCE,EQ,1441,1445,1430,1434.25,1435.5,1431.2,1378313,1981825201,27-OCT-2019,39531,INE002A01018,
RELIGARE,EQ,51.95,51.95,49.35,50.5,49.7,50.55,249736,12593801.6,27-OCT-2019,396,INE621H01010,
RELINFRA,EQ,29.8,30.3,29.7,30.3,30.3,28.9,605685,18273357.2,27-OCT-2019,2095,INE036A01016,
RELNV20,EQ,578.9,578.9,570,573.38,576.93,568.35,373,214107.94,27-OCT-2019,27,INF204KA17D8,
REMSONSIND,EQ,90,94.5,88.05,88.95,88.05,89.3,1562,139907.3,27-OCT-2019,11,INE474C01015,
RENUKA,EQ,7.2,7.35,7.2,7.25,7.3,7.2,140296,1019359.35,27-OCT-2019,258,INE087H01022,
REPCOHOME,EQ,280,289.9,278,284.75,285.4,277.15,11571,3286418.05,27-OCT-2019,438,INE612J01015,
REPL,SM,30,30,30,30,30,27.5,3000,90000,27-OCT-2019,1,INE364Z01019,
REPRO,EQ,595.05,636.75,573.5,625.85,627,600.8,1633,1015258.85,27-OCT-2019,168,INE461B01014,
RESPONIND,EQ,92.9,96,92,94.15,94.2,93.55,27136,2534129.8,27-OCT-2019,192,INE688D01026,
RETFMID150,EQ,60.5,61.93,60.5,61.25,61,60.05,1925,118024.78,27-OCT-2019,30,INF204KB1V68,
REVATHI,EQ,350,350,350,350,350,350,50,17500,27-OCT-2019,3,INE617A01013,
RGL,EQ,245.05,249.95,244,249.9,249.85,244.75,478,118948.65,27-OCT-2019,23,INE722H01016,
RHFL,EQ,4.2,4.2,4.2,4.2,4.2,4,13032,54734.4,27-OCT-2019,49,INE217K01011,
RICOAUTO,EQ,44.1,44.6,43.75,44.1,44.3,43.75,55101,2433064.25,27-OCT-2019,377,INE209B01025,
RIIL,EQ,262.7,262.8,259.65,261,261.1,258.85,27634,7217265.9,27-OCT-2019,1028,INE046A01015,
RITES,EQ,280.9,282.45,280.05,281.65,281.9,279.15,107673,30308203.05,27-OCT-2019,2545,INE320J01015,
RKDL,BE,5.85,6.1,5.6,6.1,6.1,5.85,1960,11453.5,27-OCT-2019,5,INE722J01012,
RKFORGE,EQ,274.7,282,272.45,277.1,276.1,270.65,6975,1933946.05,27-OCT-2019,231,INE399G01015,
RMCL,EQ,4.45,4.65,4.3,4.55,4.55,4.45,15141,68764.1,27-OCT-2019,22,INE172H01014,
RML,EQ,260.1,260.1,254,259.45,256.4,252.8,1820,468651.5,27-OCT-2019,112,INE050H01012,
RNAM,EQ,320,332.65,320,330.2,331.9,316.1,1833198,602061742.65,27-OCT-2019,26800,INE298J01013,
RNAVAL,BE,3,3,3,3,3,2.9,304821,914463,27-OCT-2019,132,INE542F01012,
ROHITFERRO,BE,0.55,0.55,0.55,0.55,0.55,0.55,100,55,27-OCT-2019,1,INE248H01012,
ROHLTD,EQ,77.25,79,76.55,77.5,76.95,75.9,15085,1176218.65,27-OCT-2019,281,INE283H01019,
ROLLT,BE,1.85,1.85,1.85,1.85,1.85,1.9,2000,3700,27-OCT-2019,1,INE927A01040,
ROLTA,BE,5.15,5.25,5.1,5.25,5.25,5,58312,305845.05,27-OCT-2019,157,INE293A01013,
ROSSELLIND,EQ,51.65,58.8,48.85,55.8,56,53.5,1508,79213,27-OCT-2019,44,INE847C01020,
RPGLIFE,EQ,199.7,203.4,197.1,201.95,202.8,195.55,4599,926062.8,27-OCT-2019,157,INE105J01010,
RPOWER,EQ,3.35,3.55,3.3,3.5,3.5,3.25,9967178,34460158.8,27-OCT-2019,4602,INE614G01033,
RPPINFRA,EQ,90,91.35,87.25,88.75,91,87.1,13487,1225782,27-OCT-2019,78,INE324L01013,
RRSLGETF,EQ,20.04,22,20.04,20.12,20.09,20.04,24068,499221.97,27-OCT-2019,57,INF204KB1882,
RSSOFTWARE,EQ,20.2,22.5,19.2,21.5,22.05,20.7,149362,3095185.6,27-OCT-2019,275,INE165B01029,
RSWM,EQ,103.5,107.45,103.5,105.6,104.5,104.8,2267,238024.9,27-OCT-2019,70,INE611A01016,
RSYSTEMS,EQ,41.05,42.7,39.05,41.05,41,41.85,2974,120450.65,27-OCT-2019,92,INE411H01032,
RTNINFRA,EQ,1.4,1.4,1.4,1.4,1.4,1.35,71793,100510.2,27-OCT-2019,18,INE834M01019,
RTNPOWER,BE,1.35,1.4,1.35,1.4,1.4,1.35,113343,157955.6,27-OCT-2019,72,INE399K01017,
RUBYMILLS,BE,171.75,174.95,170.35,171.75,173.2,168.25,282,48573.9,27-OCT-2019,11,INE301D01026,
RUCHINFRA,BE,1.95,1.95,1.85,1.95,1.95,1.9,2031,3959.95,27-OCT-2019,10,INE413B01023,
RUCHIRA,EQ,80.75,80.95,79.9,80.55,80.9,79.55,6955,559211,27-OCT-2019,173,INE803H01014,
RUCHISOYA,EQ,3.55,3.7,3.5,3.65,3.7,3.55,283104,1030182.45,27-OCT-2019,622,INE619A01027,
RUPA,EQ,174.55,179.9,174.55,176.25,176.25,174.15,8489,1495466.7,27-OCT-2019,146,INE895B01021,
RUSHIL,EQ,96.9,97.05,92.7,96.35,97.05,92.45,3837,369700.55,27-OCT-2019,62,INE573K01017,
RVNL,EQ,24,24.15,23.85,24,24,23.65,1545001,37095161.2,27-OCT-2019,4497,INE415G01027,
SABTN,BE,1.85,1.85,1.75,1.75,1.75,1.8,6139,10803.25,27-OCT-2019,13,INE416A01036,
SADBHAV,EQ,139,139.5,132.95,135.95,135.15,139,21843,2962892.05,27-OCT-2019,526,INE226H01026,
SADBHIN,EQ,42.15,44.45,42.1,43.55,43.6,42.7,2344,101793.9,27-OCT-2019,52,INE764L01010,
SAFARI,EQ,597.85,597.85,556,579.7,575.15,555.6,1579,923646.7,27-OCT-2019,191,INE429E01023,
SAGARDEEP,BE,52.7,52.8,52.7,52.8,52.8,50.35,900,47460.25,27-OCT-2019,4,INE976T01013,
SAGCEM,EQ,535,561,535,552.35,555,535.15,2618,1435981.55,27-OCT-2019,256,INE229C01013,
SAIL,EQ,35.2,35.35,35.05,35.15,35.15,34.9,1720845,60572096.65,27-OCT-2019,4482,INE114A01011,
SAKAR,BE,52.5,52.5,52.5,52.5,52.5,51.25,900,47250,27-OCT-2019,1,INE732S01012,
SAKHTISUG,EQ,8.1,8.45,7.6,7.9,7.85,8.1,5768,46706.6,27-OCT-2019,54,INE623A01011,
SAKSOFT,EQ,228.05,232.85,226,230.2,230.2,227.7,4332,994271.1,27-OCT-2019,47,INE667G01015,
SAKUMA,EQ,7.35,7.35,7,7.15,7.2,7.25,67632,484251.4,27-OCT-2019,245,INE190H01024,
SALASAR,EQ,98.5,100,98,99.65,100,96.85,1611,160220.3,27-OCT-2019,49,INE170V01019,
SALONA,EQ,60.3,75.95,60.3,69.65,72,65,1038,72169.65,27-OCT-2019,33,INE498E01010,
SALSTEEL,BE,2.3,2.35,2.25,2.35,2.25,2.35,1710,4012.5,27-OCT-2019,9,INE658G01014,
SALZERELEC,EQ,118.25,120.95,118.2,118.3,118.2,118.2,666,79171.95,27-OCT-2019,33,INE457F01013,
SAMBHAAV,EQ,2.6,2.6,2.5,2.6,2.6,2.45,2128,5503.15,27-OCT-2019,22,INE699B01027,
SANCO,EQ,16.6,16.75,16.1,16.3,16.7,16.05,1309,21396.3,27-OCT-2019,17,INE782L01012,
SANDESH,EQ,595.95,644.3,591.5,621.6,617,588.85,173,106515.65,27-OCT-2019,27,INE583B01015,
SANDHAR,EQ,239.85,240,230.25,236.7,239.8,234.45,917,216274.2,27-OCT-2019,89,INE278H01035,
SANGAMIND,EQ,38.95,38.95,36.6,37.9,38.55,37.45,575,21962.45,27-OCT-2019,30,INE495C01010,
SANGHIIND,EQ,46.85,48,46.85,47.7,47.7,46,13837,659323.7,27-OCT-2019,184,INE999B01013,
SANGHVIFOR,BE,32.7,32.7,32.7,32.7,32.7,31.45,1,32.7,27-OCT-2019,1,INE263L01013,
SANGHVIMOV,EQ,76.75,80,75.05,79,77.9,74.7,8291,646530.05,27-OCT-2019,172,INE989A01024,
SANGINITA,EQ,125,126.6,123.55,125.8,125,124.5,16645,2085008.8,27-OCT-2019,122,INE753W01010,
SANOFI,EQ,6399,6555,6380,6452.5,6465,6319.95,10090,65222622.2,27-OCT-2019,1792,INE058A01010,
SANWARIA,EQ,1.65,1.75,1.65,1.7,1.75,1.7,658561,1119239.65,27-OCT-2019,427,INE890C01046,
SARDAEN,EQ,152.1,154.8,152.1,154.2,154,152.1,5799,894477.5,27-OCT-2019,205,INE385C01013,
SAREGAMA,EQ,346,352.95,342,348,348,349.7,2673,922608.85,27-OCT-2019,155,INE979A01017,
SARLAPOLY,EQ,22,22,21,21.35,21.85,20.9,11177,238313.6,27-OCT-2019,90,INE453D01025,
SASKEN,EQ,600,602.8,581,600.3,600,577.3,5058,3030273,27-OCT-2019,241,INE231F01020,
SASTASUNDR,EQ,90.05,91,90,90.9,91,91.65,266,24080.8,27-OCT-2019,32,INE019J01013,
SATHAISPAT,BE,3.5,3.5,3.35,3.35,3.35,3.35,1085,3647.5,27-OCT-2019,3,INE176C01016,
SATIA,EQ,83,84.8,78.5,79.75,78.5,79.1,43104,3493995.85,27-OCT-2019,309,INE170E01023,
SATIN,EQ,224.1,230,222.5,229.1,228.05,230.15,9699,2206975.3,27-OCT-2019,333,INE836B01017,
SBIETFQLTY,EQ,108,108,98.75,100.8,100.76,100.54,2962,299029.61,27-OCT-2019,70,INF200KA1WX6,
SBILIFE,EQ,990,999,977.15,993.95,998,982.15,150916,149532612.35,27-OCT-2019,7303,INE123W01016,
SBIN,EQ,284.95,284.95,280.25,281.8,281.3,281.55,12185529,3447723848.95,27-OCT-2019,98481,INE062A01020,
SBIN,N5,11500,11649.99,11500,11610.2,11634.8,11593.15,89,1032392.15,27-OCT-2019,19,INE062A08058,
SCAPDVR,EQ,0.45,0.45,0.45,0.45,0.45,0.45,453,203.85,27-OCT-2019,4,INE224E01036,
SCHAEFFLER,EQ,4027.7,4044,3970,4024.75,4025,3986.7,766,3070286.35,27-OCT-2019,188,INE513A01014,
SCHAND,EQ,60.25,61.8,60.2,60.85,61.8,60.05,861,52407.95,27-OCT-2019,48,INE807K01035,
SCHNEIDER,EQ,69.6,72,69.6,71.4,71.55,70.65,7536,534735.55,27-OCT-2019,156,INE839M01018,
SCI,EQ,54.15,54.2,53.5,53.85,53.95,53.4,558937,30094089.25,27-OCT-2019,2818,INE109A01011,
SDBL,BE,115.35,115.35,110.65,114.55,114.55,112.9,1878,214152.2,27-OCT-2019,47,INE480C01012,
SEAMECLTD,EQ,366,386,361.05,380,382.5,375.1,358,134726.1,27-OCT-2019,29,INE497B01018,
SECL,SM,45,46.5,44,44,44,42.5,15000,683250,27-OCT-2019,5,INE00Y701018,
SECURCRED,SM,36,36,36,36,36,36,600,21600,27-OCT-2019,1,INE195Y01010,
SELAN,EQ,137.2,138.6,136,137.05,137.5,134.75,1525,209434.4,27-OCT-2019,44,INE818A01017,
SELMCL,EQ,0.65,0.75,0.65,0.7,0.7,0.65,116630,84644.75,27-OCT-2019,121,INE105I01012,
SEPOWER,EQ,2.25,2.65,2.25,2.65,2.65,2.45,28143,70331.15,27-OCT-2019,26,INE735M01018,
SEQUENT,EQ,75,75.5,74.6,74.95,74.95,74.5,37311,2797842.5,27-OCT-2019,215,INE807F01027,
SERVOTECH,SM,10.3,10.3,10.3,10.3,10.3,10.8,4000,41200,27-OCT-2019,1,INE782X01017,
SESHAPAPER,EQ,182.95,185,180.5,183.55,185,178.95,6175,1132375.75,27-OCT-2019,160,INE630A01024,
SETCO,EQ,15.45,15.45,14.85,14.95,14.85,14.85,13822,207050.4,27-OCT-2019,80,INE878E01021,
SETF10GILT,EQ,198.9,205,175.55,182,182,188,68,12312.6,27-OCT-2019,13,INF200KA1JT1,
SETFGOLD,EQ,3510,3520,3480.1,3505.15,3509,3509.2,1993,6989049.75,27-OCT-2019,509,INF200K01099,
SETFNIF50,EQ,121.9,132.7,119.46,119.85,119.75,119.53,153261,18390347.14,27-OCT-2019,538,INF200KA1FS1,
SETFNIFBK,EQ,296,299.19,296,298.21,297.97,296.36,9687,2887828.43,27-OCT-2019,159,INF200KA1580,
SETFNN50,EQ,294,298,287.54,289.56,289.61,287.54,2913,844887.26,27-OCT-2019,91,INF200KA1598,
SETUINFRA,BE,1.45,1.5,1.4,1.5,1.5,1.45,27875,40917,27-OCT-2019,23,INE023M01027,
SEYAIND,EQ,219,220,215,219.55,218.15,220.4,2216,485519.1,27-OCT-2019,69,INE573R01012,
SFL,EQ,1294.55,1294.55,1265.4,1276.4,1265.4,1249.9,1054,1345039.25,27-OCT-2019,81,INE916U01025,
SGBAUG24,GB,3805,3835,3805,3817.27,3824,3804.63,158,603251.86,27-OCT-2019,52,IN0020160027,
SGBAUG27,GB,3790,3795,3770,3788.49,3780,3790,200,757700,27-OCT-2019,15,IN0020190107,
SGBDEC2512,GB,3780,3780,3780,3780,3780,3608,1,3780,27-OCT-2019,1,IN0020170141,
SGBFEB24,GB,3800,3800,3750,3763.12,3765,3764.9,53,200480,27-OCT-2019,13,IN0020150101,
SGBJAN26,GB,3800,3800,3800,3800,3800,3799,1,3800,27-OCT-2019,1,IN0020170166,
SGBJUL25,GB,3739.9,3739.9,3739.9,3739.9,3739.9,3731.55,50,186995,27-OCT-2019,5,IN0020170034,
SGBJUN27,GB,3700,3799,3700,3733,3799,3681,3,11199,27-OCT-2019,3,IN0020190073,
SGBMAR24,GB,3800,3800,3747,3749.7,3747,3760,28,105165.01,27-OCT-2019,12,IN0020150119,
SGBMAR25,GB,3651,3760,3640,3670.91,3671,3740,579,2127758.75,27-OCT-2019,38,IN0020160126,
SGBMAY25,GB,3731,3750,3720,3745,3720,3731.78,12,44883,27-OCT-2019,8,IN0020170018,
SGBMAY26,GB,3799,3799,3570,3763.33,3760,3800,36,135405,27-OCT-2019,4,IN0020180033,
SGBNOV23,GB,3950,3950,3790.1,3807.7,3820,3785,39,150915.21,27-OCT-2019,10,IN0020150085,
SGBNOV24,GB,3760,3760.7,3750,3751.92,3750,3749.75,450,1689126.91,27-OCT-2019,48,IN0020160076,
SGBNOV258,GB,3750,3840,3750,3840,3840,3750,8,30360,27-OCT-2019,2,IN0020170109,
SGBNOV25VI,GB,3785,3785,3785,3785,3785,3785,11,41635,27-OCT-2019,2,IN0020170083,
SGBNOV26,GB,3790,3790,3790,3790,3790,3799,22,83380,27-OCT-2019,2,IN0020180314,
SGBOCT25IV,GB,3701,3729,3701,3712.67,3706,3730,24,89092.45,27-OCT-2019,8,IN0020170067,
SGBOCT26,GB,3800,3800,3795,3795,3795,3780,2,7595,27-OCT-2019,2,IN0020180249,
SGBOCT27,GB,3800,3901,3800,3818.14,3851,3800,24,91554,27-OCT-2019,11,IN0020190370,
SGBSEP24,GB,3686.2,3836,3686.2,3787.62,3815,3781.46,120,453511.42,27-OCT-2019,24,IN0020160043,
SGBSEP27,GB,3876,3876,3876,3876,3876,3876.1,2,7752,27-OCT-2019,1,IN0020190115,
SGL,EQ,6.6,7.25,6.6,6.65,6.65,7.3,710,4966,27-OCT-2019,7,INE353H01010,
SHAHALLOYS,EQ,8.15,8.15,8.15,8.15,8.15,7.9,150,1222.5,27-OCT-2019,3,INE640C01011,
SHAKTIPUMP,EQ,263.6,263.6,258,261.05,262.5,260.45,4588,1194776.3,27-OCT-2019,255,INE908D01010,
SHALBY,EQ,85.55,92.5,85.4,89.8,90,85.35,24388,2180840.65,27-OCT-2019,439,INE597J01018,
SHALPAINTS,EQ,89.45,89.45,87.05,88.2,88.45,87.35,8050,709925,27-OCT-2019,158,INE849C01026,
SHANKARA,EQ,355,355,330.65,330.65,330.65,348.05,25642,8696921.35,27-OCT-2019,675,INE274V01019,
SHANTIGEAR,EQ,97.15,98.95,97,97.95,97.6,97.15,1681,164856.1,27-OCT-2019,44,INE631A01022,
SHARDACROP,EQ,280.35,280.4,279,279.95,280,278.95,621,173723.5,27-OCT-2019,40,INE221J01015,
SHARDAMOTR,EQ,1115.6,1115.9,1091,1103.7,1100,1089.5,178,196482.65,27-OCT-2019,46,INE597I01010,
SHARIABEES,EQ,259.99,259.99,255.94,255.94,255.94,252.77,28,7223.02,27-OCT-2019,2,INF732E01128,
SHEMAROO,EQ,179.3,184.75,178.7,180.2,179.2,178.7,4036,733408.2,27-OCT-2019,154,INE363M01019,
SHILPAMED,EQ,274.95,280,268,271.75,274.7,267.9,5724,1568556.15,27-OCT-2019,143,INE790G01031,
SHIRPUR-G,BE,8.3,8.75,8.3,8.65,8.55,8.35,5656,48872.6,27-OCT-2019,29,INE196B01016,
SHIVAMAUTO,EQ,21.4,22.8,21.4,22.45,22.4,22.2,11446,257687.3,27-OCT-2019,115,INE637H01024,
SHIVATEX,EQ,122.05,128.9,122.05,123.95,125,126.5,394,49528.25,27-OCT-2019,23,INE705C01020,
SHK,EQ,132,132,121.25,123.55,123,132.05,98973,12353179.5,27-OCT-2019,1815,INE500L01026,
SHOPERSTOP,EQ,365,374,365,369.95,368.4,369.05,1243,459776.15,27-OCT-2019,90,INE498B01024,
SHREDIGCEM,EQ,20.3,21.6,20,21.2,21.45,19.45,848093,17845626.6,27-OCT-2019,2212,INE232A01011,
SHREECEM,EQ,20399,20399,20000.8,20193.4,20090,20130.75,2434,49311238.8,27-OCT-2019,925,INE070A01015,
SHREEPUSHK,EQ,93.7,93.7,90.2,91.85,91.35,90.75,5712,524973.9,27-OCT-2019,174,INE712K01011,
SHREERAMA,EQ,3.2,3.2,3.2,3.2,3.2,3.05,11027,35286.4,27-OCT-2019,33,INE879A01019,
SHRENIK,EQ,59,60.3,56.75,58.5,58,58.35,42504,2504375.8,27-OCT-2019,172,INE632X01022,
SHREYANIND,EQ,126,126,122,123.75,124,123.55,2178,269545.85,27-OCT-2019,68,INE231C01019,
SHREYAS,EQ,80.5,80.5,76.55,79.15,77,77.25,1286,101818.2,27-OCT-2019,24,INE757B01015,
SHRIPISTON,BE,690,745,677.1,727.7,729.9,712.55,568,396230.8,27-OCT-2019,16,INE526E01018,
SHRIRAMCIT,EQ,1330,1348.7,1320,1334.55,1334,1320.4,973,1296846.5,27-OCT-2019,104,INE722A01011,
SHRIRAMEPC,EQ,9.9,9.9,9.35,9.35,9.35,9.8,53097,500221.8,27-OCT-2019,101,INE964H01014,
SHUBHLAXMI,SM,155,157,155,157,157,152.95,3000,468000,27-OCT-2019,3,INE01Z401013,
SHYAMCENT,EQ,2.7,2.7,2.6,2.7,2.6,2.6,17006,45804.7,27-OCT-2019,18,INE979R01011,
SICAGEN,BE,16,16,15.2,15.7,15.2,15.5,1657,26017.8,27-OCT-2019,14,INE176J01011,
SICAL,EQ,16.75,17.7,16.75,17.55,17.7,16.9,14358,249833.4,27-OCT-2019,94,INE075B01012,
SIEMENS,EQ,1629,1640,1615,1623.8,1629.9,1620.6,39096,63559947,27-OCT-2019,2170,INE003A01024,
SIGIND,EQ,22.75,22.8,21.35,22.1,22.45,21.75,423,9317.05,27-OCT-2019,24,INE529F01035,
SIL,BE,11,11.05,11,11,11,10.7,36072,396794.5,27-OCT-2019,12,INE173A01025,
SILINV,EQ,154.9,156.75,143.5,146.6,145.3,147.95,962,139791.85,27-OCT-2019,69,INE923A01015,
SILVERTUC,SM,119,119,118.95,118.95,118.95,124.5,2000,237950,27-OCT-2019,2,INE625X01018,
SIMBHALS,BE,6.2,6.6,6.2,6.55,6.6,6.3,5659,36561.8,27-OCT-2019,12,INE748T01016,
SIMPLEXINF,EQ,52,57.2,50.6,57.2,57.2,52,82580,4697148.6,27-OCT-2019,321,INE059B01024,
SINTERCOM,SM,69,69,69,69,69,69,2000,138000,27-OCT-2019,1,INE129Z01016,
SINTEX,EQ,1,1,1,1,1,1.05,443188,443188,27-OCT-2019,382,INE429C01035,
SIRCA,EQ,189.95,193.65,185,186.8,188,180,4894,921350.15,27-OCT-2019,119,INE792Z01011,
SIS,EQ,868.35,899.9,865.05,889.7,893.45,868.35,1504,1333811.15,27-OCT-2019,301,INE285J01010,
SITINET,EQ,1.65,1.65,1.55,1.6,1.6,1.6,4512,7414.85,27-OCT-2019,15,INE965H01011,
SIYSIL,EQ,240,247.9,239,245.05,247.9,239.4,3399,829630.6,27-OCT-2019,160,INE076B01028,
SJVN,EQ,25,25.25,24.9,25.15,25.25,24.9,149785,3762392.75,27-OCT-2019,667,INE002L01015,
SKFINDIA,EQ,2188.05,2222,2175.05,2214.8,2216.4,2187.1,2926,6453657.75,27-OCT-2019,410,INE640A01023,
SKIL,BE,4,4,4,4,4,3.85,50,200,27-OCT-2019,1,INE429F01012,
SKIPPER,EQ,53.2,56.7,53.2,56.5,56.65,55.4,31823,1790218.05,27-OCT-2019,261,INE439E01022,
SKMEGGPROD,EQ,38.25,40,38.25,39.25,39.6,38.1,2174,85075.15,27-OCT-2019,72,INE411D01015,
SMARTLINK,EQ,87,90.75,87,89.85,90,88.9,1032,92879.6,27-OCT-2019,41,INE178C01020,
SMLISUZU,EQ,557.05,576.2,555,570.3,569,558.7,2311,1316881.95,27-OCT-2019,190,INE294B01019,
SMPL,BZ,0.15,0.15,0.15,0.15,0.15,0.1,15207,2281.05,27-OCT-2019,5,INE215G01021,
SMSLIFE,EQ,248,250.85,240.05,250.65,250.5,238.95,1680,420643.4,27-OCT-2019,75,INE320X01016,
SMSPHARMA,EQ,41.7,42.9,41.6,42.45,42.6,40.95,11902,505256.6,27-OCT-2019,261,INE812G01025,
SNOWMAN,EQ,37.5,38,37.05,37.15,37.15,37.5,32494,1212245.9,27-OCT-2019,292,INE734N01019,
SOBHA,EQ,425,436.7,417.25,431.25,432.1,422.9,20190,8643771.55,27-OCT-2019,963,INE671H01015,
SOLARA,EQ,429.9,434.7,420.15,423.4,424,426.15,3519,1493730.5,27-OCT-2019,261,INE624Z01016,
SOLARINDS,EQ,1084.9,1090,1062,1073.5,1084,1066.05,570,615289.6,27-OCT-2019,126,INE343H01029,
SOMANYCERA,EQ,188.25,192,188.25,190.8,190,188.1,5618,1069393.65,27-OCT-2019,186,INE355A01028,
SOMATEX,BE,2.8,2.8,2.65,2.8,2.65,2.7,211,590.65,27-OCT-2019,4,INE314C01013,
SOMICONVEY,EQ,11.6,11.6,11.6,11.6,11.6,11.5,115,1334,27-OCT-2019,4,INE323J01019,
SONAHISONA,ST,11,11,11,11,11,10.5,50000,550000,27-OCT-2019,5,INE06MH01016,
SONAMCLOCK,SM,38.6,38.6,38.6,38.6,38.6,38.5,15000,579000,27-OCT-2019,2,INE00LM01011,
SONATSOFTW,EQ,315.75,319,315,317.35,318.5,312.55,15340,4866758.25,27-OCT-2019,541,INE269A01021,
SORILINFRA,EQ,73.25,80.1,73.25,79.5,78.9,76.3,13450,1062360.15,27-OCT-2019,259,INE034H01016,
SOTL,EQ,874.2,876.95,860,868.85,869.55,858.15,26,22622.6,27-OCT-2019,8,INE035D01012,
SOUTHBANK,EQ,10.3,10.4,10.2,10.4,10.4,10.25,1540682,15949191.3,27-OCT-2019,3081,INE683A01023,
SOUTHWEST,EQ,15.65,15.65,14.25,15.6,15.65,14.25,2904,45207.6,27-OCT-2019,19,INE980Y01015,
SPAL,EQ,203.8,218.65,203.8,205.95,207.95,203.8,715,147051.15,27-OCT-2019,40,INE212I01016,
SPANDANA,EQ,1088.6,1146.5,1088.6,1120.6,1124.8,1073.8,31221,35100575.8,27-OCT-2019,1659,INE572J01011,
SPARC,EQ,126.1,129,126,128.45,129,125,144057,18424985.8,27-OCT-2019,1558,INE232I01014,
SPCENET,BE,1.05,1.1,1.05,1.1,1.1,1.05,10019,11020.35,27-OCT-2019,2,INE970N01027,
SPECIALITY,EQ,69.5,71.55,68,69.7,70.65,67.3,15975,1115425.55,27-OCT-2019,264,INE247M01014,
SPENCERS,EQ,78.5,78.5,75.4,76.2,76.15,77.85,72420,5524537.8,27-OCT-2019,666,INE020801028,
SPIC,EQ,19.7,19.95,19.15,19.9,19.85,19.5,12088,237411.9,27-OCT-2019,79,INE147A01011,
SPICEJET,EQ,107.9,111.25,106.5,110.7,111.05,104.45,937027,102796528.55,27-OCT-2019,10913,INE285B01017,
SPLIL,EQ,31.45,31.45,30.15,30.75,30.5,30.4,969,29773.95,27-OCT-2019,33,INE978G01016,
SPMLINFRA,EQ,8.55,8.55,8.55,8.55,8.55,8.15,1708,14603.4,27-OCT-2019,3,INE937A01023,
SPTL,EQ,1.8,1.8,1.8,1.8,1.8,1.85,436407,785532.6,27-OCT-2019,314,INE501W01021,
SPYL,BE,0.3,0.3,0.25,0.25,0.25,0.25,35699,9485.5,27-OCT-2019,22,INE268L01020,
