SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,
VIPCLOTHNG,EQ,6.9,7.6,6.9,7.6,7.6,7.25,29704,221966.3,27-OCT-2019,91,INE450G01024,
VIPIND,EQ,483.5,488.9,483.15,487.3,487,480.2,57702,28061189.7,27-OCT-2019,2186,INE054A01027,
VIPULLTD,EQ,29.75,29.75,26.7,28.1,28.45,27.4,38798,1073045.75,27-OCT-2019,75,INE946H01037,
VISAKAIND,EQ,291.95,293.95,288,290.1,289.5,287.5,6385,1857158.35,27-OCT-2019,339,INE392A01013,
VISASTEEL,EQ,6.35,6.35,5.5,5.8,5.6,5.9,9935,57288.65,27-OCT-2019,52,INE286H01012,
VISESHINFO,BE,0.05,0.1,0.05,0.05,0.05,0.05,2541946,128963.15,27-OCT-2019,286,INE861A01058,
VISHAL,BE,332,332,332,332,332,332,1500,498000,27-OCT-2019,4,INE755Q01025,
VISHNU,EQ,127.9,127.9,121,126.9,127,121.6,1232,156028.45,27-OCT-2019,64,INE270I01014,
VISHWARAJ,BE,61.75,63,60.7,61.9,63,61.8,2791,172577.7,27-OCT-2019,26,INE430N01014,
VIVIDHA,EQ,0.15,0.15,0.15,0.15,0.15,0.15,13250,1987.5,27-OCT-2019,2,INE370E01029,
VIVIMEDLAB,EQ,13.35,13.9,13.35,13.55,13.5,13.45,29392,398310.65,27-OCT-2019,122,INE526G01021,
VLSFINANCE,EQ,54.9,54.95,52.15,53.05,53.2,52.05,2486,132398.55,27-OCT-2019,61,INE709A01018,
VMART,EQ,1960,1960,1924,1954.55,1950,1942.35,860,1676798.65,27-OCT-2019,227,INE665J01013,
VOLTAMP,EQ,1150,1180,1150,1165.95,1157,1132.85,3063,3568505.5,27-OCT-2019,341,INE540H01012,
VOLTAS,EQ,707.9,707.9,702.15,703.9,703,699.3,145147,102228153.8,27-OCT-2019,2714,INE226A01021,
VRLLOG,EQ,263.5,268,263.5,266.45,265,265.9,4381,1166911.35,27-OCT-2019,192,INE366I01010,
VSSL,EQ,62.05,64.4,62.05,62.85,63,62.6,600,37840.5,27-OCT-2019,37,INE050M01012,
VSTIND,EQ,3766,3847.95,3621,3801.8,3796.95,3814.55,1645,6190552.4,27-OCT-2019,517,INE710A01016,
VSTTILLERS,EQ,1299.9,1303,1260.05,1272.1,1262,1273,410,525592.65,27-OCT-2019,107,INE764D01017,
VTL,EQ,895,920,895,901.9,905,900.5,457,412518.75,27-OCT-2019,112,INE825A01012,
WABAG,EQ,189,193,187.5,190.85,191,187.9,26210,4992592.8,27-OCT-2019,775,INE956G01038,
WABCOINDIA,EQ,6108.05,6159.95,6105.1,6124.05,6130,6135.9,285,1746030.7,27-OCT-2019,166,INE342J01019,
WALCHANNAG,EQ,59.5,61.75,59.5,61.2,61.35,59.75,59940,3651000.95,27-OCT-2019,619,INE711A01022,
WANBURY,BE,12.35,12.35,12.35,12.35,12.35,11.8,3,37.05,27-OCT-2019,2,INE107F01022,
WATERBASE,EQ,107.1,107.35,100.95,103.15,103.5,105.8,32882,3382057.4,27-OCT-2019,733,INE054C01015,
WEBELSOLAR,EQ,20.65,20.65,18.3,20.1,20.35,20.3,24755,484982.45,27-OCT-2019,272,INE855C01015,
WEIZFOREX,EQ,261.6,275.75,241.95,266.1,270,262.9,111,28907.4,27-OCT-2019,27,INE726L01019,
WEIZMANIND,EQ,20.75,23.75,20.3,21.7,23.75,23.25,93,1957.25,27-OCT-2019,6,INE080A01014,
WELCORP,EQ,144.85,147.5,144.85,146.7,146,143.8,131694,19284601,27-OCT-2019,1234,INE191B01025,
WELENT,EQ,94.4,95.15,92.95,93.6,93.7,93.5,76024,7113766.2,27-OCT-2019,721,INE625G01013,
WELINV,EQ,197.95,225.9,197.95,225.25,225.9,188.25,3475,747392.5,27-OCT-2019,131,INE389K01018,
WELSPUNIND,EQ,54.25,54.55,53,53.7,54,53,149798,8040416.55,27-OCT-2019,1036,INE192B01031,
WENDT,EQ,3000,3028,2875,2995.65,2970.05,2923.45,359,1075059.6,27-OCT-2019,100,INE274C01019,
WESTLIFE,EQ,369.2,373,355.55,362.35,360,366.3,20548,7512031.4,27-OCT-2019,749,INE274F01020,
WFL,SM,98,100,85.15,94.65,97.95,91,14400,1363280,27-OCT-2019,9,INE02WG01016,
WHEELS,EQ,657.95,658,635,645.4,651.35,640.45,295,190357.4,27-OCT-2019,70,INE715A01015,
WHIRLPOOL,EQ,2171.6,2180,2168.05,2176.15,2179.8,2153.35,8929,19426655.65,27-OCT-2019,743,INE716A01013,
WILLAMAGOR,EQ,16.8,16.8,15.6,16.75,16.75,16,989,16527.8,27-OCT-2019,17,INE210A01017,
WINDMACHIN,EQ,21,21,19.25,20.2,19.5,19.45,5693,115572,27-OCT-2019,81,INE052A01021,
WIPRO,EQ,254.55,255.25,253,253.65,253.9,253,315376,80082325.9,27-OCT-2019,6533,INE075A01022,
WOCKPHARMA,EQ,268.45,273,267.25,269.9,269.5,266.75,55874,15046279.5,27-OCT-2019,1794,INE049B01025,
WONDERLA,EQ,284,289,276.35,288.15,288.2,278,10216,2927730.95,27-OCT-2019,444,INE066O01014,
WSI,BE,0.9,0.9,0.9,0.9,0.9,0.9,511,459.9,27-OCT-2019,2,INE100D01014,
WSTCSTPAPR,EQ,236.9,239.7,236,239.15,238.85,234.9,25624,6118260.85,27-OCT-2019,585,INE976A01021,
XCHANGING,EQ,53.5,54.5,52.6,53.7,53.8,52,22250,1194496.5,27-OCT-2019,107,INE692G01013,
XELPMOC,EQ,68.65,68.7,65.05,66.4,66.6,67.05,570,38108.05,27-OCT-2019,17,INE01P501012,
XLENERGY,BE,0.4,0.45,0.4,0.4,0.45,0.4,1001,400.45,27-OCT-2019,4,INE183H01011,
XPROINDIA,EQ,22.35,25.65,22.35,24.35,24.5,22.35,1611,38239,27-OCT-2019,18,INE445C01015,
YESBANK,EQ,55.2,56.45,54.15,54.75,54.95,52.15,74992659,4130903967.2,27-OCT-2019,160020,INE528G01027,
ZEEL,EQ,241,243.8,237,238.25,237.5,239.7,867680,207673231.05,27-OCT-2019,10488,INE256A01028,
ZEEL,P2,5.15,5.15,5,5.05,5.1,5,506628,2558750.7,27-OCT-2019,40,INE256A04022,
ZEELEARN,EQ,22.7,22.75,22,22.5,22.7,21.75,41722,937208.4,27-OCT-2019,256,INE565L01011,
ZEEMEDIA,EQ,5.6,5.7,5.4,5.45,5.5,5.5,479015,2637890.85,27-OCT-2019,465,INE966H01019,
ZENITHBIR,BE,0.65,0.65,0.6,0.65,0.65,0.65,8535,5272.75,27-OCT-2019,8,INE318D01020,
ZENITHEXPO,EQ,41,41,40,40.65,40.95,37.4,8,324.8,27-OCT-2019,5,INE058B01018,
ZENSARTECH,EQ,189.5,191,188,189.3,190,186.5,8862,1678196.65,27-OCT-2019,370,INE520A01027,
ZENTEC,EQ,57.05,60.8,57.05,59.95,59.4,59.55,9160,550678,27-OCT-2019,131,INE251B01027,
ZICOM,BE,1.05,1.1,1,1.1,1.1,1.05,47272,49961,27-OCT-2019,9,INE871B01014,
ZODIAC,SM,21.05,21.05,21.05,21.05,21.05,21.3,2000,42100,27-OCT-2019,1,INE761Y01019,
ZODIACLOTH,EQ,194.95,198.9,192.95,196.55,197,191.55,909,177678.45,27-OCT-2019,41,INE206B01013,
ZODJRDMKJ,EQ,28,31.5,28,31.2,31.15,28,164,4912.2,27-OCT-2019,9,INE077B01018,
ZOTA,EQ,189,189,187.55,188.1,188.5,185.05,4507,847575.2,27-OCT-2019,28,INE358U01012,
ZUARI,EQ,96.5,99.8,95.1,97,96.15,95.9,22459,2176396.05,27-OCT-2019,299,INE840M01016,
ZUARIGLOB,EQ,62.45,63,61.05,62.15,61.9,61.3,6919,427272.7,27-OCT-2019,82,INE217A01012,
ZYDUSWELL,EQ,1700,1718.8,1683.05,1703.5,1707,1665.95,3754,6390225.5,27-OCT-2019,539,INE768C01010,
